image_id,case_id,question,answer,ans_len,mode,split,new_lines
sample/MPX1191_synpic17429.png,MPX1191,What is the significance of an elevated alpha-fetoprotein (AFP) level in patients suspected to have HCC?,"A sudden and sustained elevation in AFP is suggestive of HCC, making it a useful marker for diagnosing this condition.",20,alignment,Train,0
sample/MPX1930_synpic40643.png,MPX1930, How variable can the degree of visual impairment be in individuals with septo-optic dysplasia?,It can range from normal vision to complete blindness.,9,alignment,Test,0
sample/MPX2330_synpic15178.png,MPX2330,What are the primary dangers of a retropharyngeal abscess?,The primary danger of RPA is the spreading of the infection into the area of the carotid sheaths or into a potential space found between the alar and prevertebral fascia which extends into the mediastinum.,35,alignment,Test,0
sample/MPX2292_synpic43610.png,MPX2292,What is unique about the presentation of appendicitis in patients with cystic fibrosis?,"In patients with cystic fibrosis, the incidence of appendicitis is actually lower compared to the general population, and the appendix may be dilated to 6mm without obstruction or inflammation.",29,alignment,Train,0
sample/MPX2077_synpic51027.png,MPX2077,What is the potential diagnosis?,"The possible diagnosis includes Choroid plexus carcinoma
Choroid plexus papilloma
PNET
Medulloepithelioma (infants)
Teratoma
Metastatic Adenocarcinoma (adults).",12,pre_training,Train,5
sample/MPX2199_synpic15700.png,MPX2199,What is the suspected problem?,"The findings suggest Conventional and MR angiography showed multifocal stenosis of the great vessels and branch vessels.. Coronal MRA image shows multifocal stenosis of the great vessels and branch vessels.. The patient might have a history of 55 year old Asian female with history of polymyalgia rheumatica, presenting with pulseless upper extremities..",52,pre_training,Train,0
sample/MPX2216_synpic34293.png,MPX2216,"What is the typical treatment approach for Thyroid Ophthalmopathy, especially in mild cases?","Mild cases are often managed medically with corticosteroids and artificial tears to reduce inflammation and maintain corneal moisture. More severe cases may require more aggressive treatment, including orbital surgery or radiation therapy.",32,alignment,Train,0
sample/MPX1733_synpic55196.png,MPX1733,What is the location of the soft tissue mass lesion described in the case?,The soft tissue mass lesion is located in the left internal auditory canal.,13,alignment,Train,0
sample/MPX1124_synpic50749.png,MPX1124,What are the imaging findings?,"The imaging shows •  Lateral geniculate body - abnormal signal and enhancement
•  Additional periventricular lesions There are several small periventricular hyperintensities..",23,pre_training,Train,1
sample/MPX1942_synpic4381.png,MPX1942,What is the potential diagnosis?,"The possible diagnosis includes Any anoxic or hypoxic events - to include drowning, strangulation
Closed Head Injury
(These findings can be normal in premature infants).",23,pre_training,Train,2
sample/MPX1581_synpic21018.png,MPX1581," What is the significance of the ""black hole"" effect in this case?","The ""black hole"" effect, which refers to marked hypointensity on T2-weighted images, is a characteristic feature of colloid cysts and can be attributed to the short T1 relaxation time or magnetic susceptibility effect from paramagnetic substances within the cyst.",39,alignment,Train,0
sample/MPX1130_synpic41029.png,MPX1130,Q5: What is the association between bicornuate uterus and other conditions?,"There may be an association between bicornuate uterus and incompetent cervix, as well as with renal anomalies in some cases.",20,alignment,Train,0
